county_fips,State,County,food_access_score,PovertyRate,MedianFamilyIncome,lapop1share,lalowi1share,vehicle_barrier_rate,Pop2010,TractHUNV,state_abbrev,county_label_medicare,BENES_TOTAL_CNT,PQI03_DBTS_AGE_LT_65,PQI05_COPD_ASTHMA_AGE_40_64,PQI07_HYPRTNSN_AGE_LT_65,PQI15_ASTHMA_AGE_LT_40
01043,Alabama,Cullman County,0.48880182770564534,15.988888888888889,53786.27777777778,82.79833333333333,33.41833333333333,0.01596900299060516,4467.0,71.05555555555556,AL,Cullman,21725,,,,
01045,Alabama,Dale County,0.47527984628191644,18.057142857142857,56551.71428571428,79.93357142857143,30.551428571428573,0.021157621808123306,3589.3571428571427,73.07142857142857,AL,Dale,11706,,,,
01047,Alabama,Dallas County,0.45059735495414394,31.400000000000002,42715.5,61.38214285714286,32.128571428571426,0.046721645762127076,2857.785714285714,140.85714285714286,AL,Dallas,10139,,,,
01049,Alabama,DeKalb County,0.5067710990361054,21.05,48581.28571428572,81.49,37.28857142857142,0.018677544892680135,5079.214285714285,99.35714285714286,AL,DeKalb,16539,,,,
01051,Alabama,Elmore County,0.4545524761282109,12.693333333333333,71181.26666666666,84.41933333333333,23.040666666666667,0.017240087662548562,5286.866666666667,90.93333333333334,AL,Elmore,19812,,,,
01053,Alabama,Escambia County,0.4537327608236901,25.733333333333334,44413.88888888889,65.89,33.504444444444445,0.019431894641365577,4257.666666666667,73.0,AL,Escambia,9266,,,,
01055,Alabama,Etowah County,0.43588861922614874,20.886206896551727,51486.55172413793,68.8948275862069,26.89862068965517,0.0266839009250627,3563.4827586206898,82.58620689655173,AL,Etowah,27579,,,,
01057,Alabama,Fayette County,0.4827850279120356,20.1,48849.0,76.662,34.92999999999999,0.02499699875567228,3448.2,96.6,AL,Fayette,4701,,,,
01059,Alabama,Franklin County,0.44835262826439654,19.644444444444446,49578.77777777778,70.38333333333334,30.89222222222222,0.01862408795595141,3522.6666666666665,63.0,AL,Franklin,7047,,,,
01061,Alabama,Geneva County,0.4807032122538802,22.683333333333334,51000.666666666664,77.265,31.849999999999998,0.0205591862171281,4465.0,95.5,AL,Geneva,7343,,,,
01063,Alabama,Greene County,0.6231853893741451,39.300000000000004,30045.333333333332,86.00333333333333,57.81333333333333,0.04622801978036987,3015.0,147.33333333333334,AL,Greene,2395,,,,
01065,Alabama,Hale County,0.5698138666834218,24.650000000000002,47044.0,91.49166666666667,44.1,0.037517897260483664,2626.6666666666665,117.33333333333333,AL,Hale,4272,,,,
01067,Alabama,Henry County,0.5001175887848079,14.883333333333333,53892.333333333336,84.36,36.28333333333333,0.021395577629781334,2883.6666666666665,61.5,AL,Henry,5341,,,,
01069,Alabama,Houston County,0.35597803235045744,17.444444444444443,58942.166666666664,53.602222222222224,20.71777777777778,0.022017414853969196,4929.444444444444,93.77777777777777,AL,Houston,26516,,,,
01071,Alabama,Jackson County,0.5003543173359017,20.87272727272727,48657.36363636364,80.15818181818182,36.81090909090909,0.017669691526704945,4838.818181818182,85.45454545454545,AL,Jackson,14214,,,,
01073,Alabama,Jefferson County,0.349693529824732,19.427972027972025,64847.07692307692,51.26146853146853,20.029090909090908,0.03583688679201508,4122.118881118881,118.93706293706293,AL,Jefferson,141309,,,,
01075,Alabama,Lamar County,0.48448202135971236,20.866666666666664,49775.666666666664,76.90333333333332,34.6,0.028528080113865664,4854.666666666667,142.0,AL,Lamar,3979,,,,
01077,Alabama,Lauderdale County,0.366836906768477,18.438095238095237,58883.333333333336,56.44619047619047,19.32761904761905,0.038285615296123725,4321.428571428572,121.85714285714286,AL,Lauderdale,24234,,,,
01079,Alabama,Lawrence County,0.5201321538287332,16.91111111111111,55221.88888888889,90.94888888888889,33.66,0.022088744662570967,3815.4444444444443,78.33333333333333,AL,Lawrence,8296,,,,
01081,Alabama,Lee County,0.35761251285884854,22.54,64522.88,53.243599999999994,18.583199999999998,0.024326742096614548,5300.8,104.28,AL,Lee,29121,,,,
01083,Alabama,Limestone County,0.44252201422897547,15.20625,66622.625,76.934375,25.865624999999998,0.01771633180365492,5173.875,73.1875,AL,Limestone,21299,,,,
01085,Alabama,Lowndes County,0.6192527129958963,29.15,40745.75,95.5575,52.6425,0.04982734660974952,2824.75,140.5,AL,Lowndes,3178,,,,
01087,Alabama,Macon County,0.5380256171079206,25.29090909090909,49266.72727272727,83.56727272727272,41.36363636363637,0.05449252635673212,1758.090909090909,89.0,AL,Macon,4854,,,,
01089,Alabama,Madison County,0.32336772093326044,14.432258064516128,79932.30645161291,52.09870967741935,15.693870967741935,0.021997169195754576,4847.209677419355,88.58064516129032,AL,Madison,77483,,,,
01091,Alabama,Marengo County,0.46653090679326786,23.349999999999998,50807.833333333336,69.635,35.348333333333336,0.03526342374636381,3504.5,134.16666666666666,AL,Marengo,5616,,,,
01093,Alabama,Marion County,0.4822007414265327,17.224999999999998,47207.625,78.04,35.21875,0.018111736707810636,3847.0,71.0,AL,Marion,7763,,,,
01095,Alabama,Marshall County,0.42168634842458363,21.22222222222222,54459.22222222222,65.10888888888888,27.223888888888887,0.01827550433448759,5167.722222222223,93.05555555555556,AL,Marshall,22604,,,,
01097,Alabama,Mobile County,0.37290912080771066,22.819540229885057,54693.206896551725,52.395287356321845,23.31448275862069,0.03550618398115783,3875.8275862068967,84.183908045977,AL,Mobile,92078,,,,
01099,Alabama,Monroe County,0.5857895953768236,33.957142857142856,42242.71428571428,85.9342857142857,49.24142857142857,0.048702854867010245,3295.4285714285716,128.57142857142858,AL,Monroe,5557,,,,
01101,Alabama,Montgomery County,0.3593856618600443,22.803636363636365,61728.527272727275,52.06672727272728,19.512727272727272,0.03680854120573211,3433.018181818182,113.98181818181818,AL,Montgomery,47047,,,,
01103,Alabama,Morgan County,0.3740483262738072,15.834615384615384,61865.269230769234,60.524230769230776,20.273846153846154,0.017944702878139988,4383.807692307692,82.26923076923077,AL,Morgan,28249,,,,
01105,Alabama,Perry County,0.6420714914442467,40.13333333333333,29469.0,89.33666666666666,60.29666666666666,0.039393201029691634,3530.3333333333335,145.33333333333334,AL,Perry,2690,,,,
01107,Alabama,Pickens County,0.49766759518500453,24.02,52387.4,77.642,36.216,0.03654529418473796,3949.2,146.2,AL,Pickens,5141,,,,
01109,Alabama,Pike County,0.46644785051093046,24.3125,51037.5,72.455,31.43375,0.0231124151813607,4112.375,112.375,AL,Pike,7018,,,,
01111,Alabama,Randolph County,0.5106656603294167,18.233333333333334,50879.833333333336,85.24166666666666,35.905,0.024584663020859817,3818.8333333333335,100.83333333333333,AL,Randolph,6470,,,,
01113,Alabama,Russell County,0.3924432425922577,19.05,52616.3,59.209,23.86,0.04242647756758377,4351.5,164.4,AL,Russell,12461,,,,
01115,Alabama,St. Clair County,0.4668132717532458,14.292307692307691,63409.53846153846,82.95307692307694,27.676923076923078,0.011997788544985531,6430.2307692307695,75.3076923076923,AL,St. Clair,21280,,,,
